NC_088853.1	1	500000	A	0.012534981769877043	.
NC_088853.1	500001	1000000	A	0.05891173553031378	.
NC_088853.1	1000001	1500000	A	0.0744204080134332	.
NC_088853.1	1500001	2000000	A	0.0990880647445879	.
NC_088853.1	2000001	2500000	A	0.09711080966878857	.
NC_088853.1	2500001	3000000	A	0.09629907291547268	.
NC_088853.1	3000001	3500000	B	-0.1115758746908291	.
NC_088853.1	3500001	4000000	A	0.10167411057656876	.
NC_088853.1	4000001	4500000	A	0.04590815465346977	.
NC_088853.1	4500001	5000000	B	-0.1277447467103922	.
NC_088853.1	5000001	5500000	A	0.12364623362931222	.
NC_088853.1	5500001	6000000	A	0.006269560386569723	.
NC_088853.1	6000001	6500000	A	0.020476536493630453	.
NC_088853.1	6500001	7000000	A	0.04097509090945005	.
NC_088853.1	7000001	7500000	B	-0.07057719985621365	.
NC_088853.1	7500001	8000000	B	-0.003559112156988741	.
NC_088853.1	8000001	8500000	A	0.027636445734912172	.
NC_088853.1	8500001	9000000	A	0.026953248849106066	.
NC_088853.1	9000001	9500000	B	-0.0747633990734324	.
NC_088853.1	9500001	10000000	B	-0.03345098172168541	.
NC_088853.1	10000001	10500000	B	-0.12680244396446744	.
NC_088853.1	10500001	11000000	B	-0.06444524631962958	.
NC_088853.1	11000001	11500000	B	-0.07354153733598869	.
NC_088853.1	11500001	12000000	A	0.04710814332829823	.
NC_088853.1	12000001	12500000	B	-0.046574473472840286	.
NC_088853.1	12500001	13000000	A	0.018253132793103016	.
NC_088853.1	13000001	13500000	A	0.017062851646643378	.
NC_088853.1	13500001	14000000	B	-0.06385513507436026	.
NC_088853.1	14000001	14500000	A	0.00655044972394106	.
NC_088853.1	14500001	15000000	A	0.020843164239211127	.
NC_088853.1	15000001	15500000	B	-0.024633360838661845	.
NC_088853.1	15500001	16000000	A	0.04320262238384007	.
NC_088853.1	16000001	16500000	A	0.058703223362774073	.
NC_088853.1	16500001	17000000	A	0.06459634588492703	.
NC_088853.1	17000001	17500000	A	0.04904185880969083	.
NC_088853.1	17500001	18000000	B	-0.0340995411358156	.
NC_088853.1	18000001	18500000	B	-0.06533760002574733	.
NC_088853.1	18500001	19000000	A	0.0315634275558601	.
NC_088853.1	19000001	19500000	B	-0.051245806060389816	.
NC_088853.1	19500001	20000000	B	-0.009213494325222381	.
NC_088853.1	20000001	20500000	A	0.021525079869350577	.
NC_088853.1	20500001	21000000	A	0.06561216417217473	.
NC_088853.1	21000001	21500000	A	0.023922090501716887	.
NC_088853.1	21500001	22000000	A	0.002686509890327489	.
NC_088853.1	22000001	22500000	B	-0.015161152741358198	.
NC_088853.1	22500001	23000000	A	0.008280016011759156	.
NC_088853.1	23000001	23500000	A	0.07152769824379861	.
NC_088853.1	23500001	24000000	A	0.017509289374363707	.
NC_088853.1	24000001	24500000	B	-0.050458833680895814	.
NC_088853.1	24500001	25000000	B	-0.03229839761735394	.
NC_088853.1	25000001	25500000	A	0.0031461491082054355	.
NC_088853.1	25500001	26000000	B	-0.013082835649087833	.
NC_088853.1	26000001	26500000	B	-0.04458768591696682	.
NC_088853.1	26500001	27000000	B	-0.1062825579458728	.
NC_088853.1	27000001	27500000	A	0.03605075244432823	.
NC_088853.1	27500001	28000000	A	0.017837269364160555	.
NC_088853.1	28000001	28500000	B	-0.04334507426916952	.
NC_088853.1	28500001	29000000	A	0.003985793716874682	.
NC_088853.1	29000001	29500000	B	-0.08973344969396267	.
NC_088853.1	29500001	30000000	B	-0.031203094371935948	.
NC_088853.1	30000001	30500000	A	0.0013237220249830545	.
NC_088853.1	30500001	31000000	A	0.020798984097434182	.
NC_088853.1	31000001	31500000	A	0.027683857558645525	.
NC_088853.1	31500001	32000000	A	0.05116110266172038	.
NC_088853.1	32000001	32500000	A	0.04859487622695377	.
NC_088853.1	32500001	33000000	A	0.012605192078276692	.
NC_088853.1	33000001	33500000	A	0.017090175911424452	.
NC_088853.1	33500001	34000000	A	0.021223929616563414	.
